{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008196037656072392, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0035855820889883, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008174290873902009, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0032376335742683, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010727174624384233, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0017141638846827, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014862634451430688, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0015531724136773, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021825800110107242, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0014176368448007, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03547178834661713, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.001592903664255, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.0647102893723796, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.001473235157526, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.17375903297231868, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.002888000785259, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008055923192276139, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0013437506682497, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011050210083496884, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0034729124954116, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014717089762960099, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.001225696864619, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021841317984203974, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.001433154718896, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -52, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03622774768611361, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0019288855929223, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.0711454862390586, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0026552100922248, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15702773471918022, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0018422946444383, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008174228857747485, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.003236641315799, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010898337538374816, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0026460508608586, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015005074337590149, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0018736621575353, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.0229831829338102, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0025750196685042, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.0372998443475218, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.002405372997991, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -54, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06229391939386739, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0010294121002477, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15219086141881863, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.001539990063165, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008025253014059921, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0008530278167889, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011044778329505069, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.003443339612564, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.01581760894259384, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.003701865018796, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021962103921883434, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0015539406565748, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.038335502243426085, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0028656653961705, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07688016308702411, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0037085180847076, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.19326397875869936, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0041070598969093, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008044645993317593, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0011633154849098, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010742187587193202, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.001795901126644, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014962881405082737, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0017787280593926, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021152831237747555, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0007446679724403, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03731127294699684, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0024104523755375, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06837944225788344, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.002147161197719, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15299361610999296, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0015901622313648, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008079346989010052, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0017185314159962, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -56, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010738598842001726, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0017763624028284, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.01603617411586433, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.004193636658658, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021815041563740863, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0014068782984338, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03629268246770101, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0019577454958495, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06509565560002928, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0015440167095444, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.1784668707259004, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.00318224064486, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00810210109837515, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0020825971658345, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -44, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010735549978517531, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0017597630349695, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 46, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014754036904276867, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0013088279325808, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021383505804379237, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.000975342539073, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.036649802126525556, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0021164653442154, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06369703860818386, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0012871278743056, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.17187119588916427, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0027700109675655, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008109588347151081, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.002202393146247, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010565756990203689, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0008353345430312, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015266805508859137, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0024625572928891, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021630129442321126, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.001221966177015, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03866512880143472, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0030121660886226, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.0659066364926965, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.001692972383706, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.1583585289288675, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0019254692825437, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008080849659718121, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0017425741473172, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010735018312534251, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0017568684090568, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -56, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.0157104843012872, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0034608345758578, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -44, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.02494303077437911, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0045348675090742, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.035017649890873956, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0013910643505923, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06350616952520576, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.001252070287636, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14039594915368936, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0008028080465952, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008177289614516341, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0032856134240982, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.0108925742736108, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0026146730860264, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 46, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.01463308384193091, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0010366835423041, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021582089749573406, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0011739264842658, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03436955695580085, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.001103023046115, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06475771438863771, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0014819458747983, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 42, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15905052033866562, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0019687187456563, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -52, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008097837687768663, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0020143825961283, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010680550927582152, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0014603237576516, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014927760427605368, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0016997058600683, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.022968783930320646, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0025606206650166, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.033381826354070956, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.00066403166757, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -44, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.08239520111269036, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.004721484252688, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.2079834197167352, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0050270249567865, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008195693900103544, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0035800819934837, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -62, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01081952635516913, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0022169677522954, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014738406892100889, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0012736604051848, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.023057243643387123, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0026490803780825, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03957337837700527, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0034158325666531, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07313080440584815, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0030198603677565, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14193904323713757, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.000899251426811, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -60, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008138808811057134, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0026699205687435, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01152266517354688, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.006045167985688, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015052200638267373, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.001979696334058, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021780548522509092, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.001372385257203, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.036128101031594445, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0018845981909124, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06792840157693315, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0020643169910162, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.17736694635107414, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0031134953714327, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008067585445258874, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0015303467159706, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010617066583898677, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.001114686775373, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015422342739622194, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0028125160621073, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.0232282384634171, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0028200751981136, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.0359315459484991, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0017972403762045, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07887519600813238, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0040749527028698, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.17858192877656096, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0031894317730232, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 40, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008007490496509149, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.000568827535975, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010558976841567945, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.000798420400464, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014828652538817582, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0014767131102984, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021233639512404024, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.000825476247098, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03752125954859229, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.002503779754024, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06598420421433125, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0017072195162524, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14843118697928925, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0013050104106962, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008096004815255855, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0019850566359165, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011143375206126993, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0039801448297319, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -54, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014980629741929175, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0018186618173017, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.02468667603414897, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0042785127688465, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03638104579219155, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.00199701808451, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06803054224998646, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0020830775228016, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14536737752367418, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0011135223197187, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 54, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00809868620928131, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0020279589403236, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -54, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011132921510767883, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0039232302661056, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.0149203385188926, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.001683006565467, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021417291684766984, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.00100912841946, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.038178537942580616, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0027959034846874, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07636461345527684, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0036138252952016, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15410515676137257, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0016596335220747, 'gamma': 16.000000000000085}
